Manure_Usage,Pesticide_Frequency,Animal_Density,Soil_pH,Soil_Moisture,AMR_Risk
18.727005942368123,6.228981421634616,403.6217965253388,6.996496435031943,61.86055632622576,High
47.53571532049581,5.750182531556772,478.0088383148234,6.568539276076525,23.790908968413298,Critical
36.59969709057025,0.30770478967722825,150.2807392754994,5.440922629797647,79.7915650683852,High
29.93292420985183,4.094973931513876,374.92445976419936,4.032321788948552,59.04929912553932,High
7.800932022121826,4.562347425430285,343.0475898862492,6.4811961095040695,22.57631068455634,High
7.799726016810133,4.785873370762806,499.69822607296265,5.428129942811216,86.98704459849654,High
2.9041806084099733,6.962068430727987,543.6522362887563,7.673041503552676,51.46923706682565,High
43.308807288746756,6.403230560722541,7.2940628864320844,4.119731326352418,15.8318761497324,Medium
30.05575058716044,7.2948611135213355,404.41195143527557,6.924139056528954,60.146632353205376,High
35.40362888980228,9.17859913850554,31.10147947183741,8.707371187530327,30.255912561024818,High
1.0292247147901223,9.755828864593122,329.31519904641357,4.872046335557497,74.2954761501842,High
48.49549260809972,8.617476914717933,172.57963742620692,6.358247453752977,75.42576588529525,Critical
41.622132040021086,11.466284351459215,184.0659597132847,4.457109959085691,88.31578846837294,Critical
10.616955533913808,0.21879099211633957,211.77510207141395,7.128409561306763,50.149562481960295,Medium
9.091248360355031,2.349335828202553,372.7754694297661,6.752658402981128,46.39655037821897,Medium
9.17022549267169,0.09075449973770544,200.42997940126153,6.036827621064162,70.27804843571845,Medium
15.212112147976885,7.7696965698552365,439.61943035416823,6.606885107368706,20.597652507354127,High
26.237821581611893,10.776366587399842,242.71643134432182,8.482873292345051,53.75324110344994,High
21.597250932105787,2.9217875589155913,41.01192018597517,4.981471511555335,53.699808010468075,Low
14.561457009902096,11.12441453755568,470.25590549046433,4.112822558526736,17.157849824830976,High
30.592644736118974,0.7232086834747302,171.4549947556236,8.308324423495506,43.43872684055309,Medium
6.974693032602092,11.213232321666172,259.66012775955755,6.885585411939532,78.26278388537615,High
14.607232426760907,4.219472246875613,411.2663299331409,8.453292277309213,78.49228975957283,High
18.318092164684586,1.2170499413905982,199.4736942892272,6.984726117065863,17.939013193574482,Medium
22.803499210851797,5.830461110235907,33.95139368802938,8.050805449798514,17.25767061982647,Medium
39.25879806965068,3.0813188126460953,224.35262820768816,6.14836681677574,31.015638160154822,High
9.983689107917987,3.418474823543074,566.6691496165821,7.749299656441344,79.98128500431947,Medium
25.71172192068058,3.687479579115439,385.0406383791349,8.56520733444928,20.312206805879917,High
29.620728443102124,9.636310773991962,402.8874892003242,6.860614818611031,67.5997442101957,Critical
2.3225206359998865,6.469935320103054,379.36929218258393,4.903925752811897,18.093249569048258,High
30.37724259507192,3.7356923898720438,119.39528337566207,5.343988075150991,59.85102829982603,Medium
8.526206184364577,7.32400539973102,251.00031846136807,4.993222884487029,38.48538392953159,Medium
3.252579649263976,8.593808090678323,450.5638790179909,5.234285137978665,73.11311703726936,High
47.44427686266666,3.271488008802405,60.823738531895486,5.532077246755182,28.69523590602909,Medium
48.28160165372797,4.962589218304219,166.71166565382737,6.775668933765942,61.136146351196786,High
40.419867405823055,1.4626331200433706,165.79146507951216,6.939958147319164,28.854602766070798,High
15.230688458668535,2.173792194416164,259.2113565567036,6.132498736209305,67.0928226489723,Medium
4.883605700319194,8.173414247579794,588.221244565311,7.077103899104177,79.8942427648599,High
34.211651325607846,2.1772601723475233,40.501528010293164,4.407874628056829,20.144143930140803,Low
22.007624686980066,6.301960604004722,311.22059662835704,4.438941185290799,79.32765508764028,High
6.101911742238942,8.508555140669191,107.61880920732627,4.859147301788292,57.486020353143836,Medium
24.75884550556351,1.282523077136926,582.4059272458464,6.590387490201724,20.168839269361918,High
1.7194260557609198,6.807746635546843,67.98210283647852,5.069973393491567,44.20334842877696,Low
45.4660201039391,3.078753404416365,242.16060141695473,5.416422017462887,22.868823478807833,High
12.938999080000846,11.555122502850958,442.7309909007637,6.00156418086497,66.02783110932556,High
33.1261142176991,5.802547760639097,422.73265681646717,8.059330620051899,70.70945075343597,High
15.585553804470548,9.671910597301897,253.63718213635934,4.069310679564301,18.463721621823915,High
26.00340105889054,6.602718505875141,207.91450077163094,7.246894101183112,50.49118821557155,High
27.335513967163983,0.52095039425783,238.56742713172235,7.344382655203427,75.17000448207338,Medium
9.242722776276352,7.597816507128268,158.56575789518357,7.9932789017831825,84.89304332407971,Medium
48.47923138822793,11.416840106479885,123.19976322407989,8.663764695301566,51.081429339341604,High
38.75664116805573,7.219341841755974,289.823818535334,4.100689244746449,86.02233788891256,High
46.97494707820945,9.830266313121482,161.12025364056439,4.768918527566081,52.85511763648238,Critical
44.74136752138244,10.610477560180893,172.47699893835008,8.430856470279966,41.53523956799263,Critical
29.894998940554256,2.7369572633871897,394.05363808473425,6.292592810935076,77.85625028423163,High
46.093711751155844,2.5445380788987197,581.1223990199353,6.822953194667317,49.43861683664713,High
4.424625102595975,7.3317718662119,362.18232033562504,7.315136018615737,47.752200845161845,High
9.79914312095726,4.932341637680457,46.187680238979766,7.395333022478187,49.22499915278627,Low
2.2613644455269033,10.078335634400645,45.35016831244019,8.658702016582541,77.74280014957964,Medium
16.266516538163216,10.800277480776135,570.8539325073396,8.984747087058349,76.55532333504416,High
19.4338644844741,4.241056551632617,178.37447418440019,7.600787304654701,42.281599395216894,Medium
13.567451588694796,2.8424467076937847,55.24019164948526,5.436106046025754,36.663988789642005,Low
41.436875457596464,9.366306182926342,359.42675229022893,8.398762011471717,49.354241923130346,Critical
17.837666334679465,3.297672426577633,374.18926697415964,4.246104572703808,55.82180077896872,Medium
14.046725484369038,9.871371822164141,389.10289207121286,5.155404264372481,29.066976850239755,High
27.134804157912424,5.084859043785154,160.44121671452478,8.486928587318573,73.51640677724725,High
7.046211248738132,8.010598791497646,9.06641052868502,5.280957572196774,48.91862125859383,Medium
40.109849037701984,1.1464237660160181,579.0092216726831,5.103255298108742,36.72364387359677,High
3.727532183988541,7.486311896118876,150.5358274146615,4.690626465701236,18.545679437119247,Medium
49.34434683002586,5.421212144846749,405.6157728315285,8.295558788234583,29.107612832288552,Critical
38.61223846483287,7.03930155810569,423.97792192722574,6.500291295955433,85.9424937404787,Critical
9.93578407670862,2.016170492938361,366.0044502476914,7.374466015270774,34.40797494556213,Medium
0.27610585618011996,8.842484939330186,187.74443652818894,5.195331920375148,23.508743149362825,High
40.77307142274171,10.353564930518743,162.65775225843947,7.790202105056082,46.85382333239946,Critical
35.34286719238086,2.6008776010893078,358.60096962162186,7.800027724810493,34.56701946881989,High
36.45035840204937,1.1485746662419407,519.6573801670149,5.562990124541501,12.812740021695532,High
38.56351733429729,0.28366303255603675,568.0402373540373,6.053413165051414,35.85161738235338,High
3.7022325867045183,7.703658005319192,63.54348264225458,5.048451387151005,53.528689915157486,Low
17.92328642721363,7.285128433065369,92.8971675586319,8.882805116614522,54.136989761597356,Medium
5.793452976256486,6.56036895256884,566.8417552698478,7.228012885292058,38.524713694151096,High
43.155171293779674,2.783365153391705,441.92113700087555,8.672719403577577,45.78422050020805,High
31.164906341377897,4.6908719508661765,529.7962948978638,5.516927718145666,87.24143345878132,High
16.54490124263246,7.1337160222340765,121.5795804812059,7.909454564984449,40.18787817842493,Medium
3.177917514301182,5.961202306310033,352.55152266564113,7.82929321942371,30.65814506079864,High
15.54911608578311,11.853426242578648,420.6837566504842,7.458278259332708,29.47736352534081,High
16.259166101337353,1.6372770306807976,408.0671312681836,8.828194876334003,46.62116901633073,Medium
36.480308916903205,8.341734648571126,244.89101452001887,5.9677766805315775,70.76161189735552,Critical
31.877873567760656,4.8518252172515055,9.236935014785086,4.653586617948786,26.479054735077856,Medium
44.36063712881633,5.1383953791073775,349.7556340825579,7.358544296220304,66.74369017126145,Critical
